200 19909
3 58 3
3 59 3
3 60 6
3 64 1
3 65 1
3 66 4
3 70 4
3 71 3
3 72 6
3 73 2
3 75 3
3 76 6
3 78 6
3 80 2
3 82 6
3 85 3
3 86 3
3 89 2
3 90 1
3 92 1
3 93 1
3 94 6
3 96 2
3 100 5
3 104 4
3 105 3
3 106 6
3 107 1
3 113 3
3 114 5
3 115 5
3 118 3
3 121 1
3 122 6
3 125 6
3 126 2
3 127 1
3 130 2
3 133 4
3 136 3
3 137 3
3 138 4
3 139 1
3 140 4
3 141 1
3 143 3
3 144 6
3 147 4
3 148 2
3 150 2
3 151 5
3 152 5
3 153 4
3 154 5
3 159 3
3 160 1
3 161 1
3 163 2
3 164 4
3 165 6
3 168 2
3 169 3
3 171 1
3 172 5
3 173 2
3 178 5
3 179 6
3 180 5
3 183 2
3 185 2
3 187 4
3 193 2
3 194 5
3 197 6
3 198 6
3 199 3
3 200 2
4 4 2
4 5 2
4 6 5
4 11 6
4 15 1
4 16 2
4 21 1
4 22 5
4 24 3
4 25 3
4 29 3
4 30 1
4 32 2
4 36 6
4 37 1
4 39 1
4 40 4
4 43 6
4 44 4
4 45 6
4 46 4
4 49 3
4 55 6
4 56 2
4 59 4
4 60 4
4 62 3
4 64 4
4 66 3
4 69 3
4 70 4
4 73 2
4 75 3
4 76 1
4 77 3
4 78 2
4 83 6
4 84 1
4 86 4
4 88 1
4 90 1
4 91 1
4 93 5
4 95 4
4 96 1
4 97 6
4 99 2
4 100 2
4 102 6
4 106 4
4 107 6
4 112 5
4 113 4
4 114 2
4 115 5
4 119 5
4 123 3
4 124 2
4 125 6
4 127 2
4 128 2
4 131 1
4 132 3
4 133 3
4 134 1
4 135 1
4 136 5
4 137 2
4 138 2
4 139 3
4 140 5
4 142 5
4 143 4
4 145 6
4 146 1
4 147 4
4 151 5
4 153 3
4 155 2
4 159 2
4 160 5
4 161 1
4 162 3
4 163 2
4 165 6
4 166 4
4 172 5
4 173 1
4 176 4
4 177 4
4 178 2
4 179 1
4 180 1
4 183 6
4 185 6
4 190 3
4 192 3
4 193 4
4 195 3
4 196 5
4 197 3
4 199 4
5 6 5
5 9 5
5 14 5
5 15 6
5 16 1
5 17 2
5 22 4
5 26 3
5 27 5
5 30 6
5 31 4
5 32 3
5 38 6
5 43 1
5 44 4
5 45 3
5 48 1
5 49 2
5 51 3
5 55 4
5 58 6
5 59 6
5 65 2
5 66 2
5 69 3
5 70 6
5 71 5
5 74 5
5 78 1
5 79 2
5 81 5
5 82 3
5 83 1
5 84 6
5 86 1
5 87 3
5 88 6
5 90 5
5 91 1
5 92 2
5 102 6
5 103 6
5 106 5
5 110 4
5 111 5
5 112 2
5 113 4
5 114 4
5 118 1
5 119 2
5 120 4
5 123 3
5 124 5
5 125 3
5 126 6
5 130 4
5 131 1
5 133 5
5 134 4
5 135 2
5 137 6
5 140 6
5 142 5
5 143 2
5 144 4
5 147 4
5 151 1
5 152 5
5 153 6
5 154 3
5 157 5
5 159 5
5 160 2
5 166 1
5 169 6
5 170 2
5 172 2
5 178 1
5 184 3
5 185 2
5 186 2
5 190 6
5 191 5
5 192 5
5 195 6
5 196 4
5 197 5
5 198 4
5 199 2
5 200 2
6 3 1
6 6 2
6 12 5
6 13 5
6 14 1
6 15 6
6 22 2
6 24 5
6 25 1
6 26 1
6 27 2
6 32 5
6 33 3
6 34 2
6 38 3
6 39 3
6 40 6
6 41 2
6 42 1
6 44 3
6 45 4
6 47 3
6 48 5
6 49 1
6 53 5
6 54 1
6 57 6
6 58 4
6 60 1
6 62 6
6 64 6
6 65 3
6 67 3
6 68 3
6 76 6
6 77 6
6 81 4
6 83 3
6 86 4
6 87 4
6 88 3
6 89 6
6 90 1
6 93 5
6 94 6
6 95 6
6 97 1
6 99 6
6 104 1
6 106 4
6 107 1
6 108 2
6 110 1
6 112 6
6 114 1
6 115 2
6 116 4
6 118 1
6 119 2
6 126 3
6 128 2
6 131 3
6 132 3
6 134 4
6 135 4
6 140 6
6 141 5
6 142 5
6 146 6
6 147 5
6 151 2
6 152 6
6 153 4
6 154 4
6 158 1
6 159 6
6 161 1
6 162 1
6 163 3
6 165 6
6 166 5
6 168 4
6 171 2
6 172 6
6 174 3
6 176 4
6 178 2
6 179 6
6 181 5
6 182 6
6 184 4
6 189 4
6 190 6
6 192 4
6 195 2
6 196 2
6 199 4
6 200 1
7 2 3
7 4 3
7 6 4
7 7 4
7 8 3
7 9 1
7 11 5
7 12 6
7 14 6
7 15 6
7 17 1
7 20 2
7 22 6
7 23 4
7 25 4
7 27 2
7 30 4
7 32 1
7 33 6
7 35 2
7 36 6
7 37 6
7 38 4
7 40 4
7 41 3
7 46 5
7 47 2
7 50 1
7 55 5
7 56 6
7 57 2
7 61 1
7 62 5
7 63 2
7 64 5
7 66 5
7 69 6
7 76 4
7 78 6
7 79 3
7 80 3
7 86 4
7 87 2
7 89 1
7 90 6
7 91 4
7 95 4
7 97 6
7 99 6
7 101 5
7 102 3
7 103 4
7 104 6
7 108 3
7 109 2
7 111 3
7 112 2
7 113 6
7 114 4
7 117 5
7 118 4
7 122 3
7 124 6
7 125 5
7 127 4
7 129 3
7 130 3
7 133 4
7 134 1
7 140 1
7 142 3
7 145 4
7 146 6
7 147 6
7 148 3
7 151 5
7 155 2
7 156 5
7 161 3
7 163 2
7 164 2
7 165 2
7 166 3
7 167 6
7 168 2
7 169 4
7 170 1
7 172 6
7 173 4
7 177 4
7 178 2
7 179 2
7 181 1
7 187 1
7 188 2
7 193 4
7 195 5
7 196 6
7 200 4
8 3 2
8 5 3
8 6 5
8 7 4
8 16 3
8 18 1
8 19 3
8 22 2
8 23 1
8 24 6
8 25 4
8 26 3
8 30 6
8 31 6
8 32 3
8 33 6
8 35 4
8 37 5
8 39 1
8 40 6
8 42 6
8 43 6
8 47 2
8 48 1
8 49 2
8 50 5
8 51 4
8 52 4
8 54 1
8 55 1
8 56 3
8 57 6
8 59 3
8 60 3
8 63 1
8 69 3
8 72 4
8 73 1
8 75 3
8 76 3
8 78 5
8 79 6
8 80 2
8 83 3
8 85 6
8 88 3
8 89 2
8 90 3
8 91 5
8 93 3
8 95 5
8 97 1
8 98 6
8 99 1
8 101 2
8 103 2
8 104 4
8 109 3
8 110 3
8 111 4
8 112 2
8 113 3
8 115 1
8 116 3
8 117 1
8 118 5
8 119 6
8 120 5
8 125 5
8 126 1
8 127 4
8 128 5
8 130 4
8 131 1
8 132 5
8 134 5
8 135 4
8 138 1
8 141 1
8 142 5
8 143 5
8 145 1
8 147 4
8 148 1
8 149 4
8 150 2
8 152 3
8 153 5
8 154 1
8 155 4
8 156 4
8 157 5
8 165 3
8 166 2
8 167 1
8 168 2
8 169 4
8 173 4
8 174 3
8 175 4
8 176 6
8 182 5
8 184 1
8 187 4
8 188 4
8 191 5
8 192 5
8 193 3
8 197 1
8 198 1
8 199 4
8 200 2
9 2 3
9 3 2
9 5 1
9 7 4
9 8 3
9 9 1
9 12 5
9 14 5
9 15 3
9 16 6
9 17 1
9 18 2
9 19 5
9 21 3
9 33 2
9 36 2
9 37 3
9 38 1
9 40 2
9 44 6
9 46 3
9 47 5
9 48 5
9 51 1
9 52 4
9 55 5
9 57 4
9 58 5
9 59 4
9 62 4
9 65 3
9 66 5
9 69 6
9 70 5
9 76 4
9 77 2
9 78 6
9 80 2
9 84 1
9 85 2
9 86 3
9 87 2
9 89 6
9 90 6
9 93 2
9 96 2
9 98 2
9 99 6
9 100 2
9 101 4
9 104 2
9 106 1
9 107 4
9 109 5
9 110 5
9 112 4
9 113 4
9 115 5
9 116 6
9 120 6
9 121 4
9 123 5
9 124 6
9 128 5
9 131 6
9 132 6
9 136 4
9 137 4
9 138 3
9 139 4
9 141 2
9 142 6
9 144 6
9 149 2
9 150 4
9 154 1
9 156 3
9 159 5
9 161 2
9 162 4
9 164 2
9 167 2
9 176 4
9 180 4
9 181 6
9 182 6
9 184 1
9 185 3
9 186 6
9 188 2
9 190 6
9 191 2
9 192 3
9 195 5
10 1 6
10 3 5
10 5 4
10 7 3
10 8 2
10 10 5
10 11 6
10 12 6
10 14 1
10 21 6
10 22 5
10 24 4
10 25 6
10 29 1
10 30 1
10 32 1
10 33 1
10 41 6
10 44 1
10 45 1
10 46 2
10 47 5
10 49 3
10 50 1
10 51 2
10 53 4
10 54 3
10 56 6
10 60 3
10 61 6
10 64 3
10 68 2
10 69 6
10 70 2
10 71 4
10 76 1
10 77 3
10 78 1
10 79 4
10 81 4
10 82 3
10 83 5
10 86 1
10 93 1
10 95 6
10 96 1
10 98 2
10 100 4
10 102 5
10 103 6
10 104 2
10 105 2
10 107 1
10 111 6
10 112 2
10 113 4
10 116 5
10 118 1
10 119 3
10 121 6
10 122 5
10 126 3
10 129 6
10 131 3
10 133 2
10 135 4
10 137 1
10 139 1
10 143 3
10 144 2
10 145 1
10 150 5
10 157 3
10 158 1
10 160 2
10 161 3
10 163 1
10 165 2
10 166 3
10 168 6
10 169 5
10 171 4
10 173 4
10 174 2
10 175 1
10 180 2
10 186 3
10 188 1
10 189 6
10 190 2
10 191 2
10 192 6
10 194 2
10 195 2
10 200 5
11 2 5
11 8 4
11 12 1
11 20 1
11 21 2
11 22 5
11 29 3
11 30 6
11 34 6
11 38 2
11 41 3
11 43 1
11 47 1
11 48 3
11 50 2
11 55 4
11 56 3
11 57 5
11 62 2
11 64 3
11 65 2
11 68 3
11 71 5
11 73 1
11 75 3
11 77 5
11 78 1
11 81 2
11 83 4
11 84 4
11 86 6
11 87 1
11 88 1
11 89 4
11 91 4
11 94 6
11 99 1
11 101 3
11 102 6
11 104 4
11 105 4
11 106 3
11 107 2
11 108 2
11 112 4
11 113 5
11 115 2
11 116 5
11 117 6
11 119 5
11 120 6
11 122 2
11 123 2
11 124 4
11 125 6
11 126 6
11 127 2
11 128 6
11 130 3
11 135 4
11 136 2
11 137 1
11 138 2
11 140 1
11 141 3
11 145 1
11 146 6
11 148 1
11 150 2
11 152 4
11 153 3
11 154 6
11 158 4
11 160 4
11 161 4
11 162 4
11 164 6
11 169 5
11 171 6
11 172 5
11 173 6
11 175 6
11 176 4
11 177 3
11 178 1
11 180 2
11 181 6
11 182 3
11 187 2
11 191 5
11 193 6
11 196 1
11 197 4
11 199 2
11 200 3
12 6 1
12 12 1
12 17 6
12 19 6
12 20 2
12 22 2
12 24 6
12 25 4
12 26 2
12 27 3
12 29 3
12 31 6
12 35 3
12 36 2
12 37 1
12 42 6
12 43 2
12 46 5
12 55 3
12 58 3
12 59 2
12 60 6
12 61 6
12 62 1
12 64 1
12 66 3
12 67 6
12 68 2
12 70 6
12 73 5
12 75 4
12 78 4
12 79 4
12 80 6
12 82 1
12 87 2
12 93 5
12 94 3
12 96 1
12 97 1
12 99 2
12 101 2
12 103 2
12 104 4
12 106 2
12 107 6
12 108 4
12 110 4
12 113 5
12 115 3
12 116 1
12 118 1
12 119 5
12 120 4
12 122 5
12 123 3
12 124 3
12 125 6
12 127 3
12 128 6
12 130 3
12 132 3
12 133 1
12 134 1
12 135 4
12 136 3
12 137 3
12 139 1
12 140 6
12 141 5
12 143 4
12 144 3
12 145 1
12 149 4
12 150 3
12 151 6
12 152 4
12 158 6
12 161 4
12 163 5
12 168 5
12 169 5
12 172 2
12 174 2
12 176 5
12 180 1
12 189 4
12 190 3
12 191 2
12 194 3
12 199 2
12 200 6
13 2 1
13 4 5
13 10 2
13 15 4
13 20 4
13 21 5
13 24 3
13 32 5
13 34 6
13 38 2
13 40 1
13 41 3
13 44 2
13 46 6
13 48 3
13 49 5
13 50 2
13 52 4
13 53 4
13 55 1
13 57 2
13 59 3
13 60 5
13 62 2
13 64 2
13 65 4
13 66 1
13 67 4
13 69 5
13 71 6
13 72 4
13 73 5
13 74 6
13 77 1
13 79 4
13 81 1
13 82 6
13 84 6
13 85 3
13 88 4
13 89 4
13 90 1
13 91 6
13 92 5
13 93 4
13 94 4
13 96 1
13 98 3
13 100 5
13 101 1
13 102 3
13 106 3
13 107 3
13 109 5
13 114 1
13 116 2
13 121 5
13 123 1
13 126 2
13 130 3
13 132 6
13 134 1
13 136 2
13 137 3
13 138 6
13 139 4
13 142 5
13 144 2
13 146 1
13 147 5
13 149 4
13 151 5
13 153 1
13 155 4
13 160 3
13 161 6
13 164 2
13 165 4
13 166 4
13 167 5
13 168 3
13 170 6
13 174 3
13 177 4
13 178 5
13 183 1
13 188 5
13 189 2
13 191 1
13 193 6
13 195 1
13 196 2
13 197 5
13 198 5
13 199 6
14 6 3
14 7 4
14 8 5
14 9 2
14 10 2
14 12 6
14 13 2
14 14 4
14 16 1
14 17 1
14 18 3
14 20 6
14 21 6
14 24 6
14 25 3
14 28 6
14 30 3
14 33 6
14 34 3
14 35 3
14 36 3
14 37 4
14 39 4
14 41 4
14 43 4
14 44 3
14 45 3
14 46 5
14 47 6
14 50 4
14 53 2
14 56 2
14 57 6
14 58 4
14 60 3
14 61 6
14 64 6
14 65 3
14 66 4
14 69 5
14 70 4
14 72 5
14 75 1
14 79 3
14 81 5
14 84 4
14 85 3
14 86 4
14 91 2
14 92 4
14 93 2
14 97 6
14 98 6
14 100 4
14 105 2
14 109 2
14 110 3
14 111 1
14 112 6
14 115 5
14 116 5
14 117 5
14 118 3
14 119 2
14 121 4
14 122 6
14 125 4
14 127 3
14 128 3
14 129 2
14 131 5
14 133 1
14 134 6
14 137 4
14 140 3
14 141 1
14 142 3
14 143 4
14 144 6
14 146 4
14 149 4
14 155 1
14 156 4
14 157 3
14 158 4
14 160 5
14 162 2
14 163 3
14 164 2
14 165 2
14 167 6
14 168 4
14 169 1
14 172 1
14 174 3
14 176 2
14 177 4
14 180 6
14 181 5
14 185 4
14 186 5
14 187 2
14 189 4
14 191 2
14 192 1
14 193 2
14 194 6
14 195 4
14 197 3
14 200 6
15 2 6
15 6 3
15 13 4
15 14 3
15 17 1
15 19 4
15 20 1
15 26 2
15 28 1
15 29 5
15 30 3
15 32 4
15 34 3
15 37 2
15 38 3
15 40 4
15 41 3
15 42 4
15 45 3
15 46 6
15 47 6
15 48 3
15 49 1
15 50 6
15 52 3
15 53 1
15 54 3
15 58 2
15 60 6
15 63 5
15 67 1
15 69 5
15 70 6
15 72 3
15 73 1
15 75 3
15 76 3
15 77 1
15 78 4
15 79 4
15 82 3
15 83 5
15 86 3
15 87 3
15 90 2
15 91 4
15 93 1
15 100 1
15 106 4
15 107 4
15 108 3
15 109 1
15 110 4
15 111 6
15 112 2
15 115 2
15 116 3
15 117 2
15 119 2
15 120 4
15 121 2
15 123 3
15 126 3
15 128 2
15 129 6
15 132 6
15 135 6
15 136 2
15 141 5
15 142 1
15 143 5
15 148 4
15 152 3
15 156 6
15 157 6
15 158 4
15 160 4
15 163 4
15 165 3
15 166 4
15 170 4
15 171 1
15 176 2
15 177 3
15 178 1
15 183 3
15 186 1
15 188 6
15 189 4
15 192 5
15 194 6
15 197 6
15 200 4
16 6 3
16 8 2
16 9 2
16 10 1
16 11 3
16 21 4
16 23 4
16 24 4
16 25 3
16 27 4
16 28 5
16 30 1
16 31 4
16 32 5
16 33 3
16 35 6
16 36 5
16 39 6
16 41 1
16 46 6
16 48 5
16 49 2
16 50 4
16 51 1
16 52 6
16 55 2
16 56 4
16 57 1
16 61 4
16 62 6
16 63 5
16 64 2
16 69 2
16 71 1
16 73 5
16 75 6
16 77 5
16 81 1
16 87 1
16 88 1
16 90 6
16 92 3
16 93 1
16 94 6
16 95 5
16 98 5
16 101 6
16 102 3
16 103 4
16 104 6
16 106 4
16 107 1
16 109 4
16 111 6
16 112 4
16 113 3
16 115 6
16 118 4
16 122 4
16 125 4
16 130 5
16 134 5
16 135 5
16 136 2
16 139 4
16 142 5
16 143 4
16 146 4
16 147 1
16 148 3
16 149 3
16 152 6
16 154 2
16 157 3
16 160 6
16 161 1
16 164 1
16 167 2
16 168 6
16 172 6
16 175 1
16 178 1
16 179 3
16 180 3
16 181 1
16 182 2
16 184 4
16 185 4
16 187 5
16 188 1
16 191 4
16 193 5
16 195 5
16 200 4
17 6 1
17 9 6
17 10 4
17 12 1
17 14 1
17 16 2
17 20 2
17 21 5
17 22 4
17 23 6
17 24 4
17 25 3
17 27 2
17 28 3
17 29 5
17 30 2
17 38 5
17 40 5
17 41 2
17 42 5
17 43 2
17 44 2
17 45 5
17 46 2
17 49 6
17 50 2
17 51 1
17 55 2
17 58 4
17 60 5
17 61 4
17 62 3
17 63 4
17 64 6
17 65 4
17 66 5
17 70 1
17 73 4
17 75 2
17 76 6
17 77 4
17 81 3
17 83 5
17 85 1
17 88 5
17 91 3
17 94 1
17 96 5
17 98 2
17 100 4
17 105 3
17 107 2
17 108 5
17 110 4
17 111 5
17 114 5
17 116 3
17 117 3
17 122 1
17 126 6
17 127 6
17 129 6
17 130 1
17 132 6
17 134 3
17 135 4
17 141 4
17 144 3
17 145 4
17 147 6
17 149 5
17 151 4
17 152 4
17 153 4
17 154 5
17 155 1
17 160 1
17 163 4
17 165 3
17 168 2
17 169 1
17 172 1
17 174 3
17 175 1
17 176 6
17 179 2
17 182 6
17 183 4
17 184 1
17 185 2
17 186 2
17 188 4
17 189 6
17 190 1
17 192 2
17 194 6
17 196 3
17 197 4
17 199 6
18 1 3
18 3 2
18 4 2
18 5 1
18 6 3
18 7 6
18 8 4
18 11 5
18 12 5
18 14 4
18 17 5
18 19 3
18 21 2
18 23 1
18 24 3
18 26 4
18 27 2
18 29 2
18 30 2
18 31 2
18 35 3
18 37 1
18 39 3
18 40 2
18 41 4
18 43 6
18 44 5
18 47 3
18 50 6
18 52 2
18 53 4
18 55 4
18 56 6
18 57 1
18 60 3
18 65 5
18 67 3
18 68 2
18 69 1
18 70 5
18 73 5
18 74 2
18 75 4
18 76 5
18 77 2
18 78 3
18 80 4
18 81 2
18 84 3
18 87 3
18 88 3
18 89 1
18 92 2
18 94 2
18 96 3
18 97 2
18 98 6
18 99 1
18 101 1
18 102 6
18 103 1
18 104 4
18 109 3
18 110 2
18 111 5
18 112 6
18 113 1
18 115 6
18 120 1
18 121 5
18 125 2
18 126 2
18 128 2
18 131 1
18 133 4
18 136 2
18 137 2
18 138 4
18 139 3
18 143 1
18 145 4
18 151 5
18 153 5
18 155 3
18 156 6
18 158 3
18 160 5
18 161 2
18 163 5
18 164 5
18 165 5
18 167 1
18 168 2
18 182 1
18 184 4
18 186 4
18 187 2
18 190 5
18 193 3
18 194 1
18 195 6
18 196 3
18 197 2
18 198 3
18 199 6
19 4 4
19 8 3
19 10 1
19 13 1
19 14 1
19 15 3
19 16 5
19 19 2
19 21 1
19 22 3
19 23 2
19 28 1
19 29 1
19 32 1
19 34 3
19 38 2
19 40 1
19 41 6
19 44 3
19 48 4
19 49 6
19 51 6
19 53 5
19 56 6
19 57 4
19 61 3
19 63 5
19 64 1
19 65 2
19 66 2
19 67 3
19 68 6
19 69 6
19 70 1
19 74 3
19 75 2
19 77 3
19 80 2
19 84 4
19 85 4
19 90 4
19 95 3
19 96 5
19 99 5
19 100 1
19 102 2
19 103 2
19 105 1
19 109 2
19 111 1
19 114 6
19 115 3
19 116 5
19 117 3
19 119 1
19 121 1
19 122 5
19 124 5
19 126 3
19 129 2
19 133 5
19 139 3
19 140 6
19 141 3
19 142 1
19 143 2
19 144 6
19 146 4
19 147 2
19 148 4
19 149 2
19 150 2
19 152 1
19 153 4
19 154 1
19 157 4
19 158 2
19 161 5
19 162 2
19 167 3
19 168 3
19 170 5
19 172 5
19 173 6
19 174 5
19 175 4
19 177 4
19 178 1
19 179 1
19 180 6
19 183 3
19 184 4
19 187 4
19 188 6
19 189 4
19 191 2
19 192 5
19 198 3
19 200 2
20 3 6
20 4 3
20 5 3
20 6 6
20 8 2
20 9 5
20 10 1
20 11 6
20 14 4
20 16 3
20 17 3
20 18 1
20 21 6
20 23 2
20 26 2
20 27 3
20 31 4
20 33 6
20 34 3
20 35 5
20 36 1
20 38 1
20 41 6
20 42 4
20 45 2
20 46 4
20 49 4
20 50 5
20 55 2
20 58 3
20 64 3
20 67 5
20 72 2
20 73 3
20 75 1
20 79 3
20 84 2
20 86 3
20 89 3
20 99 2
20 102 1
20 103 4
20 105 2
20 106 4
20 108 2
20 110 5
20 111 5
20 112 1
20 116 4
20 117 1
20 118 4
20 119 2
20 121 4
20 123 3
20 124 5
20 128 5
20 130 4
20 133 5
20 136 2
20 138 6
20 141 6
20 143 1
20 148 6
20 151 5
20 152 2
20 153 2
20 155 4
20 158 4
20 159 4
20 161 6
20 165 3
20 166 3
20 167 5
20 168 1
20 169 5
20 172 5
20 173 6
20 174 6
20 180 6
20 182 3
20 184 1
20 185 4
20 187 6
20 189 5
20 191 4
20 193 2
20 194 2
20 195 5
20 196 3
20 197 1
20 198 4
20 199 1
21 3 6
21 7 4
21 8 4
21 10 1
21 11 4
21 12 1
21 13 5
21 17 1
21 22 2
21 23 3
21 24 4
21 28 5
21 31 6
21 32 6
21 33 3
21 34 3
21 39 6
21 53 6
21 56 3
21 57 2
21 58 4
21 59 2
21 60 2
21 65 6
21 67 4
21 68 5
21 71 6
21 73 1
21 80 2
21 82 2
21 83 5
21 84 2
21 85 5
21 86 3
21 87 2
21 88 1
21 90 2
21 91 4
21 94 1
21 95 5
21 96 3
21 101 5
21 103 6
21 104 3
21 105 3
21 106 6
21 109 6
21 110 4
21 114 2
21 116 3
21 120 4
21 121 1
21 123 2
21 125 4
21 126 2
21 130 3
21 132 6
21 135 3
21 137 1
21 138 4
21 140 5
21 141 4
21 143 4
21 144 3
21 145 1
21 146 4
21 147 4
21 148 6
21 149 2
21 151 3
21 152 6
21 154 6
21 155 1
21 157 5
21 159 3
21 160 4
21 162 2
21 164 3
21 165 6
21 169 4
21 170 3
21 178 4
21 179 5
21 180 1
21 181 2
21 184 6
21 185 2
21 186 6
21 188 1
21 191 2
21 192 3
21 195 3
21 198 2
21 199 5
22 3 2
22 5 4
22 7 3
22 8 3
22 9 6
22 11 1
22 12 6
22 15 6
22 17 2
22 22 4
22 23 5
22 24 3
22 25 3
22 26 6
22 31 5
22 32 5
22 34 4
22 35 3
22 37 5
22 38 3
22 40 4
22 41 1
22 42 1
22 43 1
22 46 5
22 49 3
22 50 6
22 51 3
22 52 2
22 53 4
22 55 5
22 56 5
22 58 2
22 59 2
22 60 3
22 61 1
22 63 4
22 65 4
22 66 6
22 70 5
22 72 3
22 73 3
22 74 5
22 76 4
22 77 1
22 81 4
22 82 2
22 85 6
22 89 2
22 90 4
22 92 1
22 93 5
22 94 3
22 95 5
22 96 5
22 98 1
22 101 1
22 102 1
22 105 3
22 106 2
22 107 4
22 109 1
22 110 2
22 112 1
22 115 4
22 117 2
22 119 1
22 121 6
22 122 4
22 126 1
22 127 1
22 131 2
22 132 4
22 134 2
22 139 6
22 140 4
22 142 4
22 143 4
22 144 3
22 148 1
22 149 5
22 150 3
22 151 5
22 152 6
22 157 1
22 158 5
22 160 1
22 161 6
22 163 5
22 164 5
22 170 5
22 171 3
22 172 1
22 173 2
22 177 5
22 178 6
22 181 5
22 182 2
22 183 1
22 185 4
22 186 1
22 187 2
22 188 3
22 189 6
22 190 4
22 191 5
22 193 1
22 195 5
22 196 4
22 197 3
23 4 3
23 5 2
23 7 4
23 9 4
23 10 1
23 11 4
23 12 3
23 13 1
23 17 6
23 18 6
23 19 6
23 20 1
23 24 3
23 25 6
23 26 2
23 27 5
23 28 5
23 29 4
23 30 1
23 36 4
23 37 1
23 38 6
23 41 5
23 42 1
23 44 2
23 45 1
23 47 4
23 48 5
23 49 4
23 57 5
23 58 3
23 63 5
23 64 1
23 68 2
23 70 4
23 71 4
23 73 5
23 74 3
23 76 2
23 77 5
23 78 1
23 79 2
23 80 3
23 82 5
23 84 1
23 85 4
23 86 6
23 92 6
23 95 5
23 96 4
23 97 2
23 100 2
23 101 3
23 102 4
23 103 4
23 104 3
23 106 5
23 107 4
23 108 5
23 111 3
23 112 6
23 115 4
23 116 6
23 117 5
23 120 5
23 123 1
23 125 1
23 128 2
23 129 5
23 130 2
23 131 2
23 133 5
23 135 6
23 140 3
23 141 4
23 142 5
23 144 1
23 145 1
23 146 1
23 149 2
23 151 6
23 157 3
23 158 2
23 159 6
23 161 2
23 162 5
23 164 2
23 165 5
23 166 1
23 171 5
23 172 2
23 173 1
23 174 3
23 176 6
23 179 3
23 182 5
23 187 6
23 188 6
23 189 3
23 190 3
23 192 4
23 193 3
23 196 2
23 197 1
23 198 5
23 200 5
24 6 4
24 7 2
24 8 2
24 9 4
24 10 1
24 12 2
24 13 1
24 14 3
24 19 3
24 25 2
24 27 4
24 28 6
24 33 2
24 42 2
24 43 4
24 44 6
24 47 5
24 48 2
24 50 4
24 51 5
24 54 4
24 56 1
24 57 2
24 58 5
24 62 1
24 63 6
24 64 2
24 66 1
24 71 1
24 73 3
24 75 2
24 76 5
24 77 4
24 81 5
24 82 3
24 84 2
24 87 5
24 89 6
24 96 2
24 99 2
24 107 5
24 108 2
24 109 4
24 112 6
24 118 1
24 120 4
24 122 2
24 123 3
24 124 3
24 125 3
24 126 4
24 127 2
24 135 5
24 136 6
24 137 1
24 139 6
24 142 2
24 147 6
