100 4931
21 76 5
21 77 3
21 82 1
21 83 3
21 84 1
21 88 2
21 94 5
21 96 1
21 98 4
21 99 6
21 100 2
22 3 4
22 4 6
22 7 4
22 10 1
22 11 6
22 15 5
22 18 3
22 22 1
22 25 3
22 26 3
22 28 1
22 30 3
22 31 1
22 33 4
22 35 1
22 36 6
22 37 3
22 43 3
22 44 6
22 48 2
22 49 3
22 51 4
22 54 1
22 55 6
22 56 3
22 58 1
22 59 4
22 61 2
22 63 5
22 64 5
22 65 2
22 66 3
22 68 3
22 69 5
22 70 4
22 71 5
22 75 4
22 76 1
22 78 2
22 80 6
22 83 4
22 85 5
22 86 5
22 87 6
22 88 5
22 90 6
22 91 5
22 92 5
22 98 1
22 99 3
22 100 6
23 2 2
23 4 2
23 7 3
23 9 4
23 10 5
23 12 3
23 18 1
23 19 4
23 21 3
23 23 2
23 25 5
23 26 1
23 28 1
23 29 3
23 30 6
23 31 5
23 32 3
23 36 4
23 37 3
23 38 3
23 40 3
23 41 3
23 43 3
23 44 6
23 46 6
23 47 5
23 48 5
23 51 1
23 52 5
23 53 1
23 54 2
23 55 3
23 57 6
23 58 3
23 60 3
23 61 5
23 62 1
23 63 4
23 64 3
23 66 4
23 67 4
23 68 3
23 69 6
23 71 4
23 72 1
23 74 5
23 75 1
23 76 2
23 79 1
23 80 5
23 81 4
23 82 5
23 83 3
23 87 2
23 88 6
23 89 5
23 92 6
23 93 3
23 96 3
23 97 6
23 100 3
24 1 4
24 4 3
24 10 4
24 11 5
24 12 3
24 14 5
24 19 5
24 22 2
24 23 1
24 26 2
24 30 3
24 31 6
24 32 2
24 34 5
24 36 2
24 37 1
24 43 2
24 44 4
24 45 6
24 46 5
24 50 1
24 54 1
24 57 5
24 59 6
24 60 3
24 62 6
24 64 1
24 66 2
24 68 3
24 70 1
24 71 6
24 72 5
24 75 5
24 77 6
24 79 1
24 81 1
24 82 2
24 84 6
24 87 2
24 88 5
24 89 4
24 90 1
24 91 5
24 92 3
24 95 4
24 97 6
24 98 3
24 99 2
24 100 2
25 2 5
25 3 4
25 5 2
25 7 4
25 12 4
25 14 6
25 15 3
25 16 5
25 17 2
25 20 4
25 21 6
25 22 1
25 25 3
25 26 4
25 27 2
25 28 1
25 29 6
25 31 5
25 36 4
25 40 5
25 43 4
25 45 1
25 48 4
25 52 5
25 54 5
25 59 5
25 60 5
25 62 4
25 64 1
25 69 3
25 70 4
25 71 1
25 74 2
25 75 3
25 77 6
25 78 6
25 82 6
25 83 1
25 84 5
25 86 1
25 87 3
25 88 5
25 89 6
25 98 3
26 1 5
26 5 6
26 7 5
26 8 5
26 9 3
26 10 5
26 15 4
26 16 5
26 18 5
26 19 4
26 21 5
26 25 6
26 26 5
26 28 3
26 30 4
26 32 3
26 33 2
26 34 5
26 36 4
26 37 5
26 39 2
26 41 5
26 42 2
26 43 3
26 44 6
26 47 1
26 49 4
26 50 6
26 51 6
26 53 5
26 54 1
26 58 3
26 62 4
26 64 4
26 70 3
26 71 6
26 72 6
26 73 1
26 75 1
26 77 1
26 84 1
26 88 4
26 93 3
26 94 4
26 98 3
26 100 3
27 3 6
27 7 6
27 8 4
27 10 3
27 12 4
27 14 4
27 15 1
27 16 4
27 18 3
27 20 2
27 24 4
27 26 2
27 29 1
27 39 2
27 40 3
27 41 3
27 43 2
27 47 5
27 50 3
27 51 4
27 52 3
27 53 5
27 56 3
27 58 6
27 63 4
27 64 6
27 65 3
27 67 4
27 70 3
27 71 4
27 72 2
27 73 6
27 74 4
27 79 4
27 81 6
27 85 4
27 87 1
27 88 1
27 89 2
27 90 2
27 95 2
27 96 2
27 99 6
28 1 1
28 5 1
28 7 3
28 8 2
28 13 4
28 14 1
28 15 4
28 16 6
28 17 6
28 19 2
28 21 1
28 22 1
28 23 4
28 25 5
28 26 1
28 28 5
28 30 2
28 32 5
28 36 4
28 38 3
28 43 1
28 44 6
28 45 1
28 47 6
28 49 5
28 53 6
28 56 4
28 57 6
28 61 6
28 64 1
28 68 3
28 70 6
28 71 3
28 72 2
28 73 4
28 74 6
28 76 1
28 77 2
28 81 6
28 82 6
28 84 1
28 86 4
28 88 1
28 89 6
28 92 4
28 93 3
28 94 6
28 99 5
28 100 4
29 2 4
29 3 1
29 13 5
29 16 4
29 20 1
29 23 2
29 26 4
29 27 5
29 28 6
29 29 2
29 31 2
29 34 5
29 37 3
29 38 4
29 39 6
29 46 5
29 48 3
29 50 4
29 53 6
29 55 5
29 58 2
29 59 5
29 63 3
29 64 4
29 65 1
29 67 1
29 70 6
29 72 6
29 76 3
29 77 6
29 79 3
29 80 1
29 85 5
29 87 6
29 88 4
29 89 3
29 91 1
29 92 2
29 94 5
29 96 3
29 98 3
30 3 6
30 5 2
30 6 4
30 7 2
30 8 2
30 10 3
30 11 2
30 13 4
30 14 5
30 15 6
30 16 5
30 21 1
30 22 5
30 23 5
30 25 5
30 26 2
30 29 4
30 30 3
30 33 3
30 35 4
30 41 6
30 44 3
30 45 3
30 47 4
30 50 2
30 51 4
30 53 3
30 54 5
30 56 4
30 57 2
30 61 3
30 62 2
30 64 5
30 66 2
30 67 6
30 68 5
30 70 6
30 72 4
30 78 5
30 79 2
30 83 1
30 87 5
30 90 3
30 92 5
30 94 6
30 97 2
30 98 6
30 99 2
30 100 3
31 2 5
31 3 4
31 4 4
31 6 3
31 8 1
31 9 2
31 12 2
31 14 6
31 16 3
31 17 2
31 18 1
31 20 6
31 23 5
31 24 6
31 29 1
31 30 5
31 32 2
31 34 6
31 35 1
31 37 2
31 38 5
31 41 2
31 42 5
31 43 5
31 44 6
31 46 3
31 48 4
31 49 3
31 50 1
31 51 1
31 52 3
31 53 5
31 54 2
31 56 1
31 57 6
31 59 2
31 64 3
31 67 6
31 68 6
31 69 3
31 71 3
31 73 5
31 75 6
31 77 5
31 79 4
31 82 1
31 83 1
31 84 3
31 85 3
31 88 2
31 89 1
31 92 3
31 95 2
31 97 6
31 99 5
31 100 1
32 1 3
32 3 1
32 4 1
32 7 6
32 11 1
32 12 3
32 15 3
32 16 2
32 17 3
32 19 5
32 23 1
32 25 3
32 27 1
32 29 1
32 30 2
32 33 4
32 35 3
32 36 6
32 37 6
32 39 6
32 40 2
32 43 1
32 46 6
32 47 3
32 49 3
32 50 1
32 51 5
32 52 3
32 57 1
32 60 3
32 61 6
32 65 6
32 67 2
32 68 5
32 69 3
32 70 4
32 72 1
32 73 6
32 74 5
32 75 5
32 76 6
32 77 5
32 79 4
32 81 5
32 84 4
32 87 5
32 89 4
32 92 3
32 97 2
32 98 6
32 99 3
33 2 5
33 3 2
33 4 1
33 7 5
33 9 5
33 14 1
33 16 2
33 20 2
33 22 2
33 23 4
33 24 3
33 25 5
33 27 1
33 29 3
33 30 5
33 36 3
33 39 5
33 44 3
33 45 4
33 47 2
33 49 4
33 50 6
33 53 1
33 55 6
33 60 3
33 62 1
33 64 6
33 65 5
33 69 3
33 70 5
33 71 5
33 72 6
33 73 5
33 76 6
33 77 5
33 78 1
33 79 5
33 82 3
33 83 4
33 84 6
33 85 2
33 86 2
33 87 1
33 88 5
33 91 2
33 96 6
33 97 2
33 98 4
33 100 3
34 1 3
34 3 3
34 7 2
34 8 2
34 9 4
34 10 4
34 11 4
34 13 1
34 17 5
34 18 2
34 19 3
34 23 3
34 24 6
34 27 6
34 29 6
34 31 5
34 32 1
34 33 5
34 34 1
34 35 6
34 37 2
34 38 4
34 39 6
34 40 5
34 41 1
34 42 4
34 46 1
34 51 4
34 55 5
34 56 6
34 58 4
34 62 3
34 65 3
34 66 4
34 68 4
34 71 5
34 72 4
34 75 1
34 76 1
34 77 4
34 79 1
34 84 6
34 86 6
34 87 6
34 89 1
34 90 1
34 91 1
34 92 5
34 93 2
34 100 5
35 3 5
35 5 3
35 6 5
35 9 3
35 10 5
35 11 6
35 12 3
35 18 4
35 20 6
35 22 2
35 24 5
35 25 2
35 26 1
35 29 5
35 30 3
35 31 2
35 39 1
35 41 1
35 42 6
35 47 3
35 48 4
35 50 6
35 52 3
35 53 3
35 55 6
35 57 6
35 61 1
35 64 5
35 66 4
35 67 4
35 68 4
35 69 3
35 71 3
35 72 3
35 76 4
35 78 6
35 79 2
35 80 6
35 85 5
35 86 5
35 91 2
35 92 1
35 94 3
35 96 6
35 97 1
35 98 5
36 3 2
36 5 5
36 7 6
36 8 6
36 11 4
36 15 3
36 19 6
36 20 1
36 22 5
36 24 1
36 26 4
36 27 2
36 28 4
36 31 6
36 32 2
36 34 4
36 35 6
36 36 2
36 38 1
36 40 2
36 42 3
36 46 3
36 47 6
36 48 2
36 52 6
36 55 4
36 58 6
36 60 4
36 61 3
36 63 4
36 65 6
36 66 6
36 68 6
36 72 2
36 73 4
36 74 4
36 76 4
36 78 5
36 79 1
36 80 5
36 82 4
36 83 3
36 84 2
36 85 2
36 87 1
36 94 4
36 96 4
36 97 1
37 2 1
37 3 6
37 5 1
37 6 2
37 7 4
37 8 4
37 11 6
37 12 5
37 15 3
37 16 2
37 19 2
37 20 5
37 24 1
37 26 3
37 29 1
37 30 4
37 31 4
37 32 6
37 33 6
37 34 6
37 35 2
37 36 5
37 37 6
37 39 4
37 42 1
37 45 5
37 51 2
37 55 4
37 57 2
37 63 6
37 64 2
37 67 3
37 69 6
37 70 2
37 71 1
37 77 5
37 79 5
37 81 2
37 83 2
37 84 4
37 88 5
37 89 1
37 90 5
37 93 2
37 94 4
37 95 2
37 98 1
38 4 5
38 6 6
38 7 2
38 8 6
38 9 5
38 12 6
38 14 5
38 15 6
38 16 5
38 19 1
38 21 2
38 24 4
38 25 4
38 28 1
38 30 5
38 32 6
38 35 1
38 37 4
38 38 1
38 39 5
38 41 1
38 44 6
38 46 4
38 48 1
38 51 5
38 54 2
38 55 1
38 58 1
38 59 3
38 64 4
38 66 3
38 67 6
38 68 4
38 71 2
38 72 5
38 78 2
38 80 5
38 82 6
38 83 3
38 85 5
38 87 6
38 88 4
38 90 5
38 92 4
38 93 5
38 95 2
38 96 6
38 98 4
38 100 6
39 2 4
39 4 2
39 6 4
39 7 3
39 8 3
39 9 2
39 10 3
39 13 5
39 15 3
39 20 2
39 21 6
39 24 5
39 25 1
39 27 6
39 28 3
39 29 3
39 31 2
39 33 3
39 34 3
39 35 3
39 37 3
39 40 4
39 41 3
39 43 5
39 46 4
39 47 1
39 50 2
39 52 2
39 53 3
39 55 2
39 56 2
39 62 1
39 63 5
39 66 5
39 68 5
39 71 2
39 75 5
39 76 4
39 81 6
39 82 2
39 86 5
39 88 2
39 89 5
39 90 4
39 92 4
39 93 6
39 94 2
39 96 1
39 98 6
39 99 1
39 100 2
40 4 6
40 5 1
40 6 1
40 8 6
40 9 4
40 10 4
40 12 4
40 13 6
40 14 2
40 15 5
40 16 5
40 18 2
40 20 6
40 22 5
40 23 5
40 24 1
40 25 2
40 26 4
40 27 2
40 29 3
40 30 2
40 35 6
40 39 6
40 40 4
40 44 3
40 45 6
40 50 2
40 52 2
40 53 3
40 55 6
40 58 2
40 63 3
40 65 4
40 66 5
40 70 3
40 72 1
40 73 5
40 77 3
40 78 2
40 80 6
40 81 4
40 82 1
40 83 3
40 88 5
40 90 5
40 91 1
40 93 5
40 95 3
40 97 4
40 99 3
41 2 5
41 4 1
41 5 1
41 7 3
41 8 2
41 9 2
41 10 6
41 12 1
41 13 1
41 14 4
41 15 6
41 16 5
41 20 2
41 21 6
41 23 2
41 24 5
41 27 5
41 28 4
41 32 1
41 35 6
41 37 2
41 38 4
41 39 6
41 40 5
41 41 2
41 44 6
41 50 5
41 53 3
41 56 6
41 57 1
41 59 6
41 60 1
41 61 2
41 63 5
41 65 4
41 66 6
41 67 4
41 68 5
41 69 5
41 70 2
41 75 3
41 76 1
41 80 6
41 81 2
41 82 6
41 83 6
41 85 5
41 86 5
41 87 2
41 90 4
41 91 3
41 92 6
41 94 4
41 95 4
41 98 3
41 99 4
41 100 1
42 6 6
42 10 2
42 13 2
42 15 5
42 21 1
42 22 4
42 23 1
42 26 4
42 28 2
42 29 4
42 31 6
42 33 5
42 34 3
42 35 2
42 38 1
42 40 1
42 41 6
42 42 6
42 44 1
42 46 4
42 47 4
42 48 2
42 49 2
42 50 5
42 52 5
42 54 2
42 58 5
42 60 4
42 63 5
42 65 3
42 66 2
42 70 2
42 71 3
42 74 6
42 75 5
42 79 1
42 82 3
42 84 1
42 86 4
42 88 1
42 90 5
42 93 2
42 94 2
42 97 3
42 98 4
42 99 1
43 5 5
43 7 5
43 9 1
43 11 5
43 13 4
43 14 1
43 15 4
43 16 5
43 18 5
43 20 6
43 24 3
43 27 4
43 29 3
43 31 3
43 32 4
43 33 1
43 36 5
43 37 4
43 38 1
43 39 4
43 41 3
43 42 5
43 43 6
43 45 3
43 46 2
43 48 5
43 49 5
43 50 5
43 52 3
43 53 1
43 54 5
43 56 3
43 57 4
43 58 4
43 61 5
43 62 1
43 64 5
43 65 5
43 66 1
43 67 1
43 68 5
43 72 5
43 73 1
43 74 1
43 75 3
43 76 3
43 78 3
43 81 5
43 82 1
43 83 6
43 85 3
43 86 5
43 87 1
43 88 4
43 91 6
43 93 1
43 97 5
43 98 4
44 3 3
44 5 5
44 6 5
44 11 1
44 13 2
44 17 3
44 18 3
44 21 2
44 23 2
44 24 5
44 25 2
44 27 5
44 28 1
44 29 4
44 33 3
44 36 5
44 39 4
44 42 3
44 45 3
44 46 3
44 47 5
44 56 3
44 60 1
44 61 6
44 64 1
44 67 6
44 68 2
44 70 3
44 71 4
44 75 5
44 77 3
44 79 5
44 85 5
44 86 1
44 87 1
44 89 6
44 90 2
44 92 3
44 94 4
44 95 1
45 2 2
45 5 3
45 6 5
45 7 6
45 10 6
45 12 3
45 15 2
45 17 2
45 18 1
45 19 3
45 23 6
45 25 4
45 28 1
45 29 6
45 30 5
45 31 3
45 34 2
45 37 5
45 39 1
45 42 5
45 45 3
45 47 3
45 50 3
45 54 5
45 55 2
45 56 1
45 57 4
45 60 3
45 64 6
45 67 1
45 68 1
45 69 3
45 72 4
45 73 6
45 75 2
45 78 5
45 79 1
45 81 6
45 82 5
45 88 6
45 89 6
45 90 6
45 93 5
45 94 4
45 98 2
45 99 2
45 100 2
46 3 1
46 5 5
46 6 2
46 8 5
46 13 5
46 15 1
46 16 6
46 17 3
46 19 4
46 23 2
46 24 1
46 25 3
46 26 4
46 29 3
46 31 5
46 32 6
46 36 3
46 38 2
46 43 6
46 44 1
46 46 1
46 49 4
46 51 1
46 52 2
46 54 3
46 55 5
46 63 1
46 64 1
46 66 2
46 67 1
46 68 5
46 70 2
46 72 1
46 73 5
46 74 2
46 75 2
46 81 4
46 82 3
46 83 2
46 87 4
46 88 5
46 90 3
46 91 3
46 94 4
46 95 6
46 98 1
46 100 2
47 2 5
47 3 2
47 4 2
47 8 6
47 11 5
47 18 3
47 19 5
47 21 4
47 22 5
47 24 4
47 25 3
47 31 1
47 35 4
47 37 1
47 38 1
47 40 6
47 42 6
47 46 5
47 47 6
47 48 5
47 50 4
47 51 6
47 54 5
47 56 3
47 57 3
47 58 1
47 60 6
47 61 4
47 62 2
47 63 6
47 64 5
47 65 4
47 67 5
47 68 5
47 69 6
47 70 5
47 73 5
47 74 4
47 75 5
47 77 6
47 79 6
47 80 5
47 82 4
47 84 5
47 85 4
47 86 2
47 88 3
47 90 6
47 91 5
47 92 3
47 93 5
47 94 4
47 99 5
